# 2015-02-02: Prices/Volumes for EEX Power Futures
#  
# Data type(ST);Trading Date;Creation Time
# Data type(PR);Product;Unit;Delivery Period;Delivery Start;Delivery End;Contract Volume;Open Price;High Price;Low Price;Last Price;Settlement Price;Best Bid Price;Best Bid No Of Contracts;Best Ask Price;Best Ask No Of Contracts;Traded Volume;Traded Contracts;Number Of Trades;Open Interest Volume;Open Interest Contracts
# Data type(OT);Product;Unit;Delivery Period;Delivery Start;Delivery End;Contract Volume;Traded Volume;Traded Contracts;Number Of Trades
# Data type(AL);Number of Lines
#  
ST;2015-02-02;2015-02-02T19:30:18+01:00
PR;F7PM;EUR/MWh;2015.05;2015-05-01;2015-05-29;252;;;;;35,00;34,00;25;37,00;25;0;0;0;0;0
PR;F7PM;EUR/MWh;2015.06;2015-06-01;2015-06-30;264;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PM;EUR/MWh;2015.07;2015-07-01;2015-07-31;276;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PM;EUR/MWh;2015.08;2015-08-03;2015-08-31;252;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PQ;EUR/MWh;2015.04;2015-04-01;2015-06-30;780;;;;;38,13;37,50;10;38,75;10;0;0;0;300300;385
PR;F7PQ;EUR/MWh;2015.07;2015-07-01;2015-09-30;792;;;;;38,88;38,75;10;38,95;5;0;0;0;453024;572
PR;F7PQ;EUR/MWh;2015.10;2015-10-01;2015-12-31;792;;;;;54,38;54,00;2;55,25;10;0;0;0;218592;276
PR;F7PQ;EUR/MWh;2016.01;2016-01-01;2016-03-31;780;;;;;55,98;55,25;5;56,70;5;0;0;0;7800;10
PR;F7PQ;EUR/MWh;2016.04;2016-04-01;2016-06-30;780;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PQ;EUR/MWh;2016.07;2016-07-01;2016-09-30;792;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PQ;EUR/MWh;2016.10;2016-10-03;2016-12-30;780;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PY;EUR/MWh;2016.01;2016-01-01;2016-12-30;3132;;;;;47,00;46,85;1;47,50;5;0;0;0;476064;152
PR;F7PY;EUR/MWh;2017.01;2017-01-02;2017-12-29;3120;;;;;47,75;47,25;1;48,50;5;0;0;0;152880;49
PR;F7PY;EUR/MWh;2018.01;2018-01-01;2018-12-31;3132;;;;;48,88;48,00;5;49,75;5;0;0;0;0;0
PR;F7PY;EUR/MWh;2019.01;2019-01-01;2019-12-31;3132;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PY;EUR/MWh;2020.01;2020-01-01;2020-12-31;3144;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F7PY;EUR/MWh;2021.01;2021-01-01;2021-12-31;3132;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2B1;EUR/MWh;2015.02;2015-02-09;2015-02-15;168;;;;;52,94;0,00;0;0,00;0;0;0;0;0;0
PR;F2B2;EUR/MWh;2015.02;2015-02-16;2015-02-22;168;;;;;46,99;0,00;0;0,00;0;0;0;0;0;0
PR;F2B3;EUR/MWh;2015.02;2015-02-23;2015-03-01;168;;;;;44,28;0,00;0;0,00;0;0;0;0;0;0
PR;F2B4;EUR/MWh;2015.02;2015-03-02;2015-03-08;168;;;;;43,00;0,00;0;0,00;0;0;0;0;0;0
PR;F2BM;EUR/MWh;2015.02;2015-02-01;2015-02-28;672;;;;;47,75;0,00;0;0,00;0;0;0;0;3360;5
PR;F2BM;EUR/MWh;2015.03;2015-03-01;2015-03-31;743;;;;;40,56;0,00;0;0,00;0;0;0;0;3715;5
PR;F2BM;EUR/MWh;2015.04;2015-04-01;2015-04-30;720;;;;;36,21;0,00;0;0,00;0;0;0;0;0;0
PR;F2BM;EUR/MWh;2015.05;2015-05-01;2015-05-31;744;;;;;29,75;0,00;0;0,00;0;0;0;0;0;0
PR;F2BM;EUR/MWh;2015.06;2015-06-01;2015-06-30;720;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2BM;EUR/MWh;2015.07;2015-07-01;2015-07-31;744;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2BM;EUR/MWh;2015.08;2015-08-01;2015-08-31;744;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2BQ;EUR/MWh;2015.04;2015-04-01;2015-06-30;2184;;;;;32,05;0,00;0;0,00;0;0;0;0;10920;5
PR;F2BQ;EUR/MWh;2015.07;2015-07-01;2015-09-30;2208;;;;;31,13;0,00;0;0,00;0;0;0;0;11040;5
PR;F2BQ;EUR/MWh;2015.10;2015-10-01;2015-12-31;2209;;;;;44,76;0,00;0;0,00;0;0;0;0;11045;5
PR;F2BQ;EUR/MWh;2016.01;2016-01-01;2016-03-31;2183;;;;;46,38;0,00;0;0,00;0;0;0;0;0;0
PR;F2BQ;EUR/MWh;2016.04;2016-04-01;2016-06-30;2184;;;;;31,73;0,00;0;0,00;0;0;0;0;0;0
PR;F2BQ;EUR/MWh;2016.07;2016-07-01;2016-09-30;2208;;;;;31,66;0,00;0;0,00;0;0;0;0;0;0
PR;F2BQ;EUR/MWh;2016.10;2016-10-01;2016-12-31;2209;;;;;43,85;0,00;0;0,00;0;0;0;0;0;0
PR;F2BY;EUR/MWh;2016.01;2016-01-01;2016-12-31;8784;;;;;38,40;0,00;0;0,00;0;0;0;0;0;0
PR;F2BY;EUR/MWh;2017.01;2017-01-01;2017-12-31;8760;;;;;38,63;0,00;0;0,00;0;0;0;0;0;0
PR;F2BY;EUR/MWh;2018.01;2018-01-01;2018-12-31;8760;;;;;38,75;0,00;0;0,00;0;0;0;0;0;0
PR;F2BY;EUR/MWh;2019.01;2019-01-01;2019-12-31;8760;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2BY;EUR/MWh;2020.01;2020-01-01;2020-12-31;8784;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2BY;EUR/MWh;2021.01;2021-01-01;2021-12-31;8760;;;;;;0,00;0;0,00;0;0;0;0;0;0
PR;F2P1;EUR/MWh;2015.02;2015-02-09;2015-02-13;60;;;;;64,68;0,00;0;0,00;0;0;0;0;0;0
PR;F2P2;EUR/MWh;2015.02;2015-02-16;2015-02-20;60;;;;;56,00;0,00;0;0,00;0;0;0;0;0;0
PR;F2P3;EUR/MWh;2015.02;2015-02-23;2015-02-27;60;;;;;52,47;0,00;0;0,00;0;0;0;0;0;0
PR;F2P4;EUR/MWh;2015.02;2015-03-02;2015-03-06;60;;;;;50,38;0,00;0;0,00;0;0;0;0;0;0
PR;F2PM;EUR/MWh;2015.02;2015-02-02;2015-02-27;240;;;;;55,50;0,00;0;0,00;0;0;0;0;0;0
PR;F2PM;EUR/MWh;2015.03;2015-03-02;2015-03-31;264;;;;;47,33;0,00;0;0,00;0;0;0;0;0;0
PR;F2PM;EUR/MWh;2015.04;2015-04-01;2015-04-30;264;;;;;43,89;0,00;0;0,00;0;0;0;0;0;0
